gene_id,P1-1,P1-4,P2-1,P2-4,P3-1,P3-4,P4-1,P4-4,P5-1,P5-4
ENSG00000252467,0,0,0,0,0,0,0,0,0,0
ENSG00000252469,0,0,0,0,0,0,0,0,0,0
ENSG00000252470,0,0,0,0,0,0,0,0,0,0
ENSG00000252471,0,0,0,0,0,0,0,0,0,0
ENSG00000252472,0,0,0,0,0,0,0,0,0,0
ENSG00000252475,0,0,0,0,0,0,0,0,0,0
ENSG00000252480,0,0,0,0,0,0,0,0,0,0
ENSG00000252482,0,0,0,0,0,0,0,0,0,0
ENSG00000252484,0,0,0,0,0,0,0,0,0,0
ENSG00000252486,0,0,0,0,0,0,0,0,0,0
ENSG00000252489,0,0,0,0,0,0,0,0,0,0
ENSG00000252490,0,0,0,0,0,0,0,0,0,0
ENSG00000252491,0,0,0,0,0,0,0,0,0,0
ENSG00000252497,0,0,0,0,0,0,0,0,0,0
ENSG00000252499,0,0,0,0,0,0,0,0,0,0
ENSG00000252500,0,0,0,0,0,0,0,0,0,0
ENSG00000252501,0,0,0,0,0,0,0,0,0,0
ENSG00000252504,0,0,0,0,0,0,0,0,0,0
ENSG00000252505,0,0,0,0,0,0,0,0,0,0
ENSG00000252506,0,0,0,0,0,1,0,0,0,0
ENSG00000252507,0,0,0,0,0,0,0,0,0,0
ENSG00000252508,0,0,0,0,0,0,0,0,0,0
ENSG00000252509,0,0,0,0,0,0,0,0,0,0
ENSG00000252513,0,0,0,0,0,0,0,0,0,0
ENSG00000252514,0,0,0,0,0,0,0,0,0,0
ENSG00000252515,0,0,0,0,0,0,0,0,0,0
ENSG00000252517,0,0,0,0,0,0,0,0,0,0
ENSG00000252519,0,0,0,0,0,0,0,0,0,0
ENSG00000252521,0,0,0,0,0,0,0,0,0,0
ENSG00000252523,0,0,0,0,0,0,0,0,0,0
ENSG00000252524,0,0,0,0,0,0,0,0,0,0
ENSG00000252526,0,0,0,0,0,0,0,0,0,0
ENSG00000252532,0,0,0,0,0,0,0,0,0,0
ENSG00000252535,0,0,0,0,0,0,0,0,0,0
ENSG00000252537,0,0,0,0,0,0,0,0,0,0
ENSG00000252540,0,0,0,0,0,0,0,0,0,0
ENSG00000252541,0,0,0,0,0,0,0,0,0,0
ENSG00000252545,0,0,0,0,0,0,0,0,0,0
ENSG00000252546,0,0,0,0,0,0,0,0,0,0
ENSG00000252550,0,0,0,0,0,0,0,0,0,0
ENSG00000252552,0,0,0,0,0,0,0,0,0,0
ENSG00000252553,0,0,0,0,0,0,0,0,0,0
ENSG00000252555,0,0,0,0,0,0,0,0,0,0
ENSG00000252556,0,0,0,0,0,0,0,0,0,0
ENSG00000252558,1,1,1,1,1,0,1,1,1,1
ENSG00000252560,0,0,0,0,0,0,0,0,0,0
ENSG00000252562,0,0,0,0,0,0,0,0,0,0
ENSG00000252563,0,0,0,0,0,0,0,0,0,0
ENSG00000252574,0,0,0,0,0,0,0,0,0,0
ENSG00000252575,0,0,0,0,0,0,0,0,0,0
ENSG00000252580,0,0,0,0,0,0,0,0,0,0
ENSG00000252582,0,0,0,0,0,0,0,0,0,0
ENSG00000252583,0,0,0,0,0,0,0,0,0,0
ENSG00000252584,0,0,0,0,0,0,0,0,0,0
ENSG00000252587,0,0,0,0,0,0,0,0,0,0
ENSG00000252591,0,0,0,0,0,0,0,0,0,0
ENSG00000252593,0,0,0,0,0,0,0,0,0,0
ENSG00000252594,0,0,0,0,0,0,0,0,0,0
ENSG00000252595,0,0,0,0,0,0,0,0,0,0
ENSG00000252597,0,0,0,0,0,0,0,0,0,0
ENSG00000252598,0,0,0,0,0,0,0,0,0,0
ENSG00000252599,0,0,0,0,0,0,0,0,0,0
ENSG00000252601,0,0,0,0,0,0,0,0,0,0
ENSG00000252603,0,0,0,0,0,0,0,0,0,0
ENSG00000252604,0,0,0,0,0,0,0,0,0,0
ENSG00000252606,0,0,0,0,0,0,0,0,0,0
ENSG00000252607,0,0,0,0,0,0,0,0,0,0
ENSG00000252608,0,0,0,0,0,0,0,0,0,0
ENSG00000252612,0,0,0,0,0,0,0,0,0,0
ENSG00000252616,0,0,0,0,0,0,0,0,0,0
ENSG00000252618,0,0,0,0,0,0,0,0,0,0
ENSG00000252619,0,0,0,0,0,0,0,0,0,0
ENSG00000252621,0,0,0,0,0,0,0,0,0,0
ENSG00000252623,0,0,0,0,0,0,0,0,0,0
ENSG00000252624,0,0,0,0,0,0,0,0,0,0
ENSG00000252625,0,0,0,0,0,0,0,0,0,0
ENSG00000252628,0,0,0,0,0,0,0,0,0,0
ENSG00000252629,0,0,0,0,0,0,0,0,0,0
ENSG00000252635,0,0,0,0,0,0,0,0,0,0
ENSG00000252636,0,0,0,0,0,0,0,0,0,0
ENSG00000252639,0,0,0,0,0,0,0,0,0,0
ENSG00000252640,0,0,0,0,0,0,0,0,0,0
ENSG00000252641,0,1,1,0,0,0,0,0,0,0
ENSG00000252642,0,0,0,0,0,0,0,0,0,0
ENSG00000252647,0,0,0,0,0,0,0,0,0,0
ENSG00000252648,0,0,0,0,0,0,0,0,1,0
ENSG00000252649,0,0,0,0,0,0,0,0,0,0
ENSG00000252650,0,0,0,0,0,0,0,0,0,0
ENSG00000252651,0,0,0,0,0,0,0,0,0,0
ENSG00000252653,0,0,0,0,0,0,0,0,0,0
ENSG00000252654,0,0,0,0,0,0,0,0,0,0
ENSG00000252660,0,0,0,0,0,0,0,0,0,0
ENSG00000252661,0,0,0,0,0,0,0,0,0,0
ENSG00000252662,0,0,0,0,0,0,0,0,0,0
ENSG00000252664,0,0,0,0,0,0,0,0,0,0
ENSG00000252667,0,0,0,0,0,0,0,0,0,0
ENSG00000252671,0,0,0,0,0,0,0,0,0,0
ENSG00000252673,0,0,0,0,0,0,0,0,0,0
ENSG00000252674,0,0,0,0,0,0,0,0,0,0
ENSG00000252676,0,0,0,0,0,0,0,0,0,0
ENSG00000252681,0,0,0,0,0,0,0,0,0,0
ENSG00000252682,0,0,0,0,0,0,0,0,0,0
ENSG00000252684,0,0,0,0,0,0,0,0,0,0
ENSG00000252688,0,0,0,0,0,0,0,0,0,0
ENSG00000252689,0,0,0,0,0,0,0,0,0,0
ENSG00000252691,1,0,0,0,0,0,0,0,0,0
ENSG00000252692,0,0,0,0,0,0,0,0,0,0
ENSG00000252694,0,0,0,0,0,0,0,0,0,0
ENSG00000252696,0,0,0,0,0,0,0,0,0,0
ENSG00000252697,0,0,0,0,0,0,0,0,0,0
ENSG00000252704,0,0,0,0,0,0,0,0,0,0
ENSG00000252705,0,0,0,0,0,0,0,0,0,0
ENSG00000252710,0,0,0,0,0,0,0,0,0,0
ENSG00000252711,0,0,2,0,0,2,0,0,0,0
ENSG00000252716,0,0,0,0,0,0,0,0,0,0
ENSG00000252717,0,0,0,0,0,0,0,0,0,0
ENSG00000252718,0,0,0,0,0,0,0,0,0,0
ENSG00000252720,0,0,0,0,0,0,0,0,0,0
ENSG00000252722,0,0,0,0,0,0,0,0,0,0
ENSG00000252724,0,0,0,0,0,0,0,0,0,0
ENSG00000252725,0,0,0,0,0,0,0,0,0,0
ENSG00000252726,0,0,0,0,0,0,0,0,0,0
ENSG00000252727,0,0,0,0,0,0,0,0,0,0
ENSG00000252729,0,0,0,0,0,0,0,0,0,0
ENSG00000252731,0,0,0,0,0,0,0,0,0,0
ENSG00000252733,0,0,0,0,0,0,0,0,0,0
ENSG00000252734,0,0,0,0,0,0,0,0,0,0
ENSG00000252735,0,0,0,0,0,0,0,0,0,0
ENSG00000252742,0,0,0,0,0,0,0,0,0,0
ENSG00000252744,0,0,0,0,0,0,0,0,0,0
ENSG00000252745,0,0,0,0,0,0,0,0,0,0
ENSG00000252746,0,0,0,1,0,0,0,0,0,0
ENSG00000252749,0,0,0,0,0,0,0,0,0,0
ENSG00000252752,0,0,0,0,0,0,0,0,0,0
ENSG00000252755,0,0,0,0,0,0,2,0,0,0
ENSG00000252757,0,0,0,0,0,0,0,0,0,0
ENSG00000252758,0,0,0,0,0,0,0,0,0,0
ENSG00000252760,0,0,0,0,0,0,0,0,0,0
ENSG00000252761,0,0,0,0,0,0,0,0,0,0
ENSG00000252762,0,0,0,0,0,0,0,0,0,0
ENSG00000252764,0,0,0,0,0,0,0,0,0,0
ENSG00000252765,0,0,0,0,0,0,0,0,0,0
ENSG00000252767,0,0,0,0,0,0,0,0,0,0
ENSG00000252776,0,0,0,0,0,0,0,0,0,0
ENSG00000252780,0,0,0,0,0,0,0,0,0,0
ENSG00000252783,0,0,0,0,0,0,0,0,0,0
ENSG00000252784,0,0,0,0,0,0,0,0,0,0
ENSG00000252794,0,0,0,0,0,0,0,0,0,0
ENSG00000252797,0,0,0,0,0,0,0,0,0,0
ENSG00000252798,0,0,0,0,0,0,0,0,0,0
ENSG00000252801,0,0,0,0,0,0,0,0,0,0
ENSG00000252802,0,0,0,0,0,0,0,0,0,0
ENSG00000252806,0,0,0,0,0,0,0,0,0,0
ENSG00000252807,0,0,0,0,0,0,0,0,0,0
ENSG00000252811,0,0,0,0,0,0,0,0,0,0
ENSG00000252812,0,0,0,0,0,0,0,0,0,0
ENSG00000252814,0,0,0,0,0,0,0,0,0,0
ENSG00000252815,0,0,0,0,0,0,0,0,0,0
ENSG00000252816,0,0,0,0,0,0,0,0,0,0
ENSG00000252820,0,0,0,0,0,0,0,0,0,0
ENSG00000252823,0,0,0,0,0,0,0,0,0,0
ENSG00000252826,0,0,0,0,0,0,0,0,0,0
ENSG00000252827,0,0,0,0,0,0,0,0,0,0
ENSG00000252828,0,0,0,0,0,0,0,0,0,0
ENSG00000252830,0,0,0,0,0,0,0,0,0,0
ENSG00000252832,0,0,0,0,0,0,0,0,0,0
ENSG00000252837,0,0,0,0,0,0,0,0,0,0
ENSG00000252839,0,0,0,0,0,0,0,0,0,0
ENSG00000252840,0,0,0,0,0,0,0,0,0,0
ENSG00000252845,0,0,0,0,0,0,0,0,0,0
ENSG00000252848,0,0,0,0,0,0,0,0,0,0
ENSG00000252852,0,0,0,0,0,0,0,0,0,0
ENSG00000252854,0,0,0,0,0,0,0,0,0,0
ENSG00000252855,0,0,0,0,0,0,0,0,0,0
ENSG00000252856,0,0,0,0,0,0,0,0,0,0
ENSG00000252858,0,0,0,0,0,0,0,0,0,0
ENSG00000252860,0,0,0,0,0,0,0,0,0,0
ENSG00000252863,0,0,0,0,0,0,0,0,0,0
ENSG00000252866,0,0,0,0,0,0,0,0,0,0
ENSG00000252867,0,0,0,0,0,0,0,0,0,0
ENSG00000252869,0,0,0,0,0,0,0,0,0,0
ENSG00000252870,0,0,0,0,0,0,0,0,0,0
ENSG00000252872,0,0,0,0,0,0,0,0,0,0
ENSG00000252881,0,0,0,0,0,0,0,0,0,0
ENSG00000252882,0,0,0,0,0,0,0,0,0,0
ENSG00000252884,0,0,0,0,0,0,0,0,0,0
ENSG00000252888,0,0,0,0,0,0,0,0,0,0
ENSG00000252889,0,0,0,0,0,0,0,0,0,0
ENSG00000252890,0,0,0,0,0,0,0,0,0,0
ENSG00000252891,0,0,0,0,0,0,0,0,0,0
ENSG00000252896,0,0,0,0,0,0,0,0,0,0
ENSG00000252897,0,0,0,0,0,0,0,0,0,0
ENSG00000252898,0,0,0,0,0,0,0,0,0,0
ENSG00000252900,0,0,0,0,0,0,0,0,0,0
ENSG00000252901,0,0,0,0,0,0,0,0,0,0
ENSG00000252902,0,0,0,0,0,0,0,0,0,0
ENSG00000252913,0,0,0,0,0,0,0,0,0,0
ENSG00000252918,0,0,0,0,0,0,1,1,0,0
ENSG00000252920,0,0,0,0,0,0,0,0,0,0
ENSG00000252922,0,0,0,0,0,0,0,0,0,0
ENSG00000252927,0,0,0,0,0,0,0,0,0,0
ENSG00000252928,0,0,0,0,0,0,0,0,0,0
ENSG00000252930,0,0,0,0,0,0,0,0,0,0
ENSG00000252931,0,0,0,0,0,0,0,0,0,0
ENSG00000252935,0,0,0,0,0,0,0,0,0,0
ENSG00000252936,0,0,0,0,0,0,0,0,0,0
ENSG00000252937,0,0,0,0,0,0,0,0,0,0
ENSG00000252940,0,0,0,0,0,0,0,0,0,0
ENSG00000252945,0,0,0,0,0,0,0,0,0,0
ENSG00000252948,0,0,0,0,0,0,0,0,0,0
ENSG00000252950,1,0,0,0,2,1,0,0,0,0
ENSG00000252953,0,0,0,0,0,0,0,0,0,0
ENSG00000252955,0,0,0,0,0,0,0,0,0,0
ENSG00000252956,0,0,0,0,0,0,0,0,0,0
ENSG00000252957,0,0,0,0,0,0,0,0,0,0
ENSG00000252959,0,0,0,0,0,0,0,0,0,0
ENSG00000252960,0,0,0,0,0,0,0,0,0,0
ENSG00000252962,0,0,0,0,0,0,0,0,0,0
ENSG00000252963,0,0,0,0,0,0,0,0,0,0
ENSG00000252964,0,0,0,0,0,0,0,0,0,0
ENSG00000252969,0,0,0,0,0,0,0,0,0,0
ENSG00000252972,0,0,0,0,0,0,0,0,0,0
ENSG00000252973,0,0,0,0,0,0,0,0,0,0
ENSG00000252976,0,0,0,0,0,0,0,0,0,0
ENSG00000252977,0,0,0,0,0,0,0,0,0,0
ENSG00000252978,0,0,0,0,0,0,0,0,0,0
ENSG00000252979,0,0,0,0,0,0,0,0,0,0
ENSG00000252980,0,0,0,0,0,0,0,0,0,0
ENSG00000252982,0,0,0,0,0,0,0,0,0,0
ENSG00000252983,0,0,0,0,0,0,0,0,0,0
ENSG00000252984,0,0,0,0,0,0,0,0,0,0
ENSG00000252987,0,0,0,0,0,0,0,0,0,0
ENSG00000252988,0,0,0,0,0,0,0,0,0,0
ENSG00000252989,0,0,0,0,0,0,0,0,0,0
ENSG00000252990,0,0,0,0,0,0,0,0,0,0
ENSG00000252991,0,0,0,0,0,0,0,0,0,0
ENSG00000252995,0,0,0,0,0,0,0,0,0,0
ENSG00000252996,0,0,0,0,0,1,0,0,0,0
ENSG00000252997,0,0,0,0,0,0,0,0,0,0
ENSG00000252998,0,0,0,0,0,0,0,0,0,0
ENSG00000252999,0,0,0,0,0,0,0,0,0,0
ENSG00000253000,0,0,0,0,0,0,0,0,0,0
ENSG00000253002,0,0,0,0,0,0,0,0,0,0
ENSG00000253003,0,0,0,0,0,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0,0,0,0,0
ENSG00000253008,0,0,0,0,0,0,0,0,0,0
ENSG00000253010,0,0,0,0,0,0,0,0,0,0
ENSG00000253011,0,0,0,0,0,0,0,0,0,0
ENSG00000253012,0,0,0,0,0,0,0,0,0,0
ENSG00000253015,0,2,0,0,0,0,0,0,0,0
ENSG00000253016,0,0,0,0,0,0,0,0,0,0
ENSG00000253017,0,0,0,0,0,0,0,0,0,0
ENSG00000253020,0,0,0,0,0,0,0,0,0,0
ENSG00000253021,0,0,0,0,1,0,0,0,0,1
ENSG00000253023,0,0,0,0,0,0,0,0,0,0
ENSG00000253025,0,0,0,0,0,0,0,0,0,0
ENSG00000253026,0,0,0,0,0,0,0,0,0,0
ENSG00000253027,0,0,0,0,0,0,0,0,0,0
ENSG00000253028,0,0,0,0,0,0,0,0,0,0
ENSG00000253031,0,0,0,0,0,0,0,0,0,0
ENSG00000253032,0,0,0,0,0,0,0,0,0,0
ENSG00000253035,0,0,0,0,0,0,0,0,0,0
ENSG00000253038,0,0,0,0,0,0,0,0,0,0
ENSG00000253040,0,0,0,0,0,0,0,0,0,0
ENSG00000253041,0,0,0,0,0,0,0,0,0,0
ENSG00000253046,0,0,0,0,0,0,0,0,0,0
ENSG00000253049,0,0,0,0,0,0,0,0,0,0
ENSG00000253053,0,0,0,0,0,0,0,0,0,0
ENSG00000253055,0,0,0,0,0,0,0,0,0,0
ENSG00000253056,0,0,0,0,0,0,0,0,0,0
ENSG00000253060,0,0,0,0,0,0,0,0,0,0
ENSG00000253065,0,0,0,0,0,0,0,0,0,0
ENSG00000253066,0,0,0,0,0,0,0,0,0,0
ENSG00000253067,0,0,0,0,0,0,0,0,0,0
ENSG00000253070,0,0,0,0,0,0,0,0,0,0
ENSG00000253072,0,0,0,0,0,0,0,0,0,0
ENSG00000253073,0,0,0,0,0,0,0,0,0,0
ENSG00000253074,0,0,0,0,0,0,0,0,0,0
ENSG00000253077,0,0,0,0,0,0,0,0,0,0
ENSG00000253078,0,0,0,0,0,0,0,0,0,0
ENSG00000253080,0,0,0,0,0,0,0,0,0,0
ENSG00000253082,0,0,0,0,0,0,0,0,0,0
ENSG00000253083,0,0,0,0,0,0,0,0,0,0
ENSG00000253085,0,0,0,0,0,0,0,0,0,0
ENSG00000253089,0,0,0,0,0,0,0,0,0,0
ENSG00000253090,0,0,0,0,0,0,0,0,0,0
ENSG00000253094,0,0,0,0,0,0,0,0,0,0
ENSG00000253097,0,0,0,0,0,0,0,0,0,0
ENSG00000253098,0,0,0,0,0,0,0,0,0,0
ENSG00000253099,0,0,0,0,0,0,0,0,0,0
ENSG00000253100,0,0,0,0,0,0,0,0,0,0
ENSG00000253103,0,0,0,0,0,0,0,0,0,0
ENSG00000253105,0,0,0,0,0,0,0,0,0,0
ENSG00000253107,0,0,0,0,0,0,0,0,0,0
ENSG00000253108,0,0,0,0,0,0,0,0,0,0
ENSG00000253109,0,0,0,0,0,0,0,0,0,0
ENSG00000253110,0,0,0,0,0,0,0,0,0,0
ENSG00000253111,0,0,0,0,0,0,0,3,0,0
ENSG00000253114,0,0,0,0,0,1,0,0,0,0
ENSG00000253117,0,0,0,0,0,0,0,0,0,0
ENSG00000253118,0,0,0,0,0,0,0,0,0,0
ENSG00000253120,0,0,0,0,0,0,0,0,0,0
ENSG00000253121,0,0,0,0,0,0,0,0,0,0
ENSG00000253122,0,0,0,0,0,0,0,0,0,0
ENSG00000253123,7,35,3,0,0,0,3,0,0,3
ENSG00000253124,0,0,0,0,0,0,0,0,0,0
ENSG00000253126,0,0,0,0,0,0,0,0,0,0
ENSG00000253127,0,0,0,0,0,0,0,0,0,0
ENSG00000253130,0,0,0,0,0,0,0,0,0,0
ENSG00000253131,0,0,0,0,0,0,0,0,0,0
ENSG00000253132,0,0,0,0,0,0,0,0,0,0
ENSG00000253134,0,0,0,0,0,0,0,0,0,0
ENSG00000253135,0,0,0,0,0,0,0,0,0,0
ENSG00000253137,0,0,0,0,0,0,0,0,0,0
ENSG00000253138,0,0,0,0,0,0,0,0,0,0
ENSG00000253140,0,0,0,0,0,0,0,0,0,0
ENSG00000253141,0,0,0,0,0,0,0,0,0,0
ENSG00000253143,0,0,0,0,0,0,0,0,0,0
ENSG00000253144,0,0,0,0,0,0,0,0,0,0
ENSG00000253146,0,0,0,0,0,0,0,0,0,0
ENSG00000253147,0,0,0,0,0,0,0,0,0,0
ENSG00000253148,0,0,0,0,0,0,0,0,0,0
ENSG00000253149,0,0,0,0,0,0,0,0,0,0
ENSG00000253152,0,0,0,0,0,0,0,0,0,0
ENSG00000253153,0,0,0,0,0,0,0,0,2,0
ENSG00000253154,0,0,0,0,0,0,0,0,0,0
ENSG00000253156,0,0,0,0,0,0,0,0,0,0
ENSG00000253158,0,0,0,0,0,0,0,0,0,0
ENSG00000253160,0,0,0,0,0,0,0,0,0,0
ENSG00000253161,0,6,0,0,0,0,0,0,0,0
ENSG00000253162,0,0,0,0,0,0,0,0,0,0
ENSG00000253163,0,0,0,0,0,0,0,0,0,0
ENSG00000253164,0,0,0,0,0,0,0,0,0,0
ENSG00000253165,0,0,0,0,0,0,0,0,0,0
ENSG00000253166,0,0,0,0,0,0,0,0,0,0
ENSG00000253169,0,0,0,0,0,0,0,0,0,0
ENSG00000253170,0,0,0,0,0,0,0,0,0,0
ENSG00000253171,0,0,0,0,0,0,0,0,0,0
ENSG00000253173,0,0,0,0,0,0,0,0,0,0
ENSG00000253175,0,0,0,0,0,0,0,0,0,0
ENSG00000253176,0,0,0,0,0,0,0,0,0,0
ENSG00000253177,4,1,4,0,5,10,14,0,0,3
ENSG00000253178,0,0,0,0,0,0,0,0,0,0
ENSG00000253179,0,0,0,0,0,0,0,0,0,0
ENSG00000253181,0,0,0,0,0,0,0,0,0,0
ENSG00000253182,0,0,0,0,0,0,0,0,0,0
ENSG00000253183,0,0,1,0,1,0,0,0,0,0
ENSG00000253184,0,0,0,0,0,0,0,0,0,0
ENSG00000253186,0,0,0,0,0,0,0,0,0,0
ENSG00000253188,0,0,0,0,0,0,0,0,0,0
ENSG00000253189,0,0,0,0,0,0,0,0,0,0
ENSG00000253190,0,0,0,0,3,2,0,0,0,0
ENSG00000253191,0,0,0,0,0,0,0,0,0,0
ENSG00000253195,0,0,0,0,0,0,0,0,0,0
ENSG00000253197,0,0,0,0,0,0,0,0,0,0
ENSG00000253198,0,0,0,0,0,0,0,0,0,0
ENSG00000253199,0,0,0,0,0,0,0,0,0,0
ENSG00000253202,0,0,0,0,0,0,0,0,0,0
ENSG00000253203,5,0,5,3,5,0,8,5,5,0
ENSG00000253205,0,0,0,0,0,0,0,0,0,0
ENSG00000253206,0,0,0,0,0,0,0,0,0,0
ENSG00000253207,0,0,0,0,0,0,0,0,0,0
ENSG00000253209,0,0,0,0,0,0,0,1,0,0
ENSG00000253213,1,0,0,1,1,0,0,0,0,0
ENSG00000253214,0,0,0,0,0,0,0,0,0,0
ENSG00000253215,0,0,0,0,0,0,0,0,0,0
ENSG00000253216,0,0,0,0,0,0,0,0,0,0
ENSG00000253219,0,0,0,0,0,0,0,0,0,0
ENSG00000253220,0,0,0,0,0,0,0,0,0,0
ENSG00000253224,0,0,0,0,0,0,0,0,0,0
ENSG00000253225,0,0,0,0,0,0,0,0,0,0
ENSG00000253226,0,0,0,0,0,0,0,0,0,0
ENSG00000253227,4,5,0,0,0,0,0,0,0,5
ENSG00000253228,1,1,1,1,1,1,0,0,2,2
ENSG00000253229,0,0,0,0,0,0,0,0,0,0
ENSG00000253230,0,0,0,0,0,0,0,0,0,0
ENSG00000253231,0,0,0,0,0,0,0,0,0,0
ENSG00000253232,0,0,0,0,0,0,0,0,0,0
ENSG00000253233,0,0,0,0,0,0,0,0,0,0
ENSG00000253234,0,0,0,0,0,0,0,0,0,0
ENSG00000253235,0,0,0,0,0,0,0,0,0,0
ENSG00000253236,0,0,0,0,0,0,0,0,0,0
ENSG00000253237,0,0,0,0,0,0,0,0,0,0
ENSG00000253239,0,0,0,0,0,0,0,0,0,0
ENSG00000253240,0,0,0,0,0,0,0,0,0,0
ENSG00000253241,0,0,0,0,0,0,0,0,0,0
ENSG00000253242,0,1,0,0,0,0,0,0,0,0
ENSG00000253244,0,0,0,0,0,0,0,0,0,0
ENSG00000253245,0,0,0,0,0,0,0,0,0,0
ENSG00000253247,0,0,0,0,0,0,0,0,0,0
ENSG00000253248,0,0,0,0,0,0,0,0,0,0
ENSG00000253252,0,0,0,0,0,0,0,0,0,0
ENSG00000253258,0,0,0,0,0,0,0,0,0,0
ENSG00000253259,0,0,0,0,0,0,0,0,0,0
ENSG00000253260,0,0,0,0,0,0,0,0,0,0
ENSG00000253261,0,0,0,0,0,0,0,0,0,0
ENSG00000253262,0,0,0,0,0,0,0,0,0,0
ENSG00000253265,0,0,0,0,0,0,0,0,0,0
ENSG00000253266,0,0,0,0,0,0,0,0,0,0
ENSG00000253267,0,0,0,0,0,0,0,0,0,0
ENSG00000253269,0,0,0,0,0,0,0,0,0,0
ENSG00000253271,0,0,0,0,0,0,0,0,0,0
ENSG00000253274,0,0,0,0,0,0,0,0,0,0
ENSG00000253275,0,0,0,0,0,0,0,0,0,0
ENSG00000253279,0,0,0,0,0,0,0,0,0,0
ENSG00000253280,0,0,0,0,0,0,0,0,0,0
ENSG00000253281,0,0,0,0,0,0,0,0,0,0
ENSG00000253282,0,0,0,0,0,0,0,0,0,0
ENSG00000253283,0,0,0,0,0,0,0,0,0,0
ENSG00000253287,0,0,0,0,0,0,0,0,0,0
ENSG00000253288,0,0,0,0,0,0,0,0,0,0
ENSG00000253291,0,0,0,0,0,0,0,0,0,0
ENSG00000253294,0,0,0,0,0,0,0,0,0,0
ENSG00000253297,0,0,0,0,0,0,0,0,0,0
ENSG00000253298,0,0,0,0,0,0,0,0,0,0
ENSG00000253300,0,0,0,0,0,0,0,0,0,0
ENSG00000253301,0,6,0,2,0,1,0,0,0,0
ENSG00000253303,0,0,0,0,0,0,0,0,0,0
ENSG00000253307,0,0,0,0,1,0,0,0,1,0
ENSG00000253308,0,0,0,0,0,0,0,0,0,0
ENSG00000253310,0,0,0,0,0,0,0,0,0,0
ENSG00000253311,0,0,0,0,0,0,0,0,0,0
ENSG00000253312,0,0,0,0,0,0,0,0,0,0
ENSG00000253313,0,0,0,0,0,0,0,0,0,0
ENSG00000253314,0,0,0,0,0,0,0,0,0,0
ENSG00000253317,0,2,0,0,0,0,0,0,0,0
ENSG00000253319,0,0,0,0,0,0,0,0,0,0
ENSG00000253321,0,0,0,0,0,0,0,0,0,0
ENSG00000253322,0,0,0,0,0,0,0,0,0,0
ENSG00000253325,0,0,0,0,0,0,0,0,0,0
ENSG00000253326,3,4,0,2,0,3,0,3,4,1
ENSG00000253329,0,0,0,0,0,0,0,0,0,0
ENSG00000253331,0,0,0,0,0,0,0,0,0,0
ENSG00000253332,0,0,0,0,0,0,0,0,0,0
ENSG00000253333,0,0,0,0,0,0,0,0,2,0
ENSG00000253334,0,0,0,0,2,0,0,0,0,0
ENSG00000253335,0,0,0,0,0,0,0,0,0,0
ENSG00000253336,0,0,0,2,0,0,2,0,0,0
ENSG00000253338,0,0,0,0,0,0,0,0,0,0
ENSG00000253339,0,0,0,0,0,0,0,0,0,0
ENSG00000253340,0,0,0,0,0,0,0,0,0,0
ENSG00000253342,0,0,0,0,0,0,0,0,0,0
ENSG00000253343,0,0,0,0,0,0,0,0,0,0
ENSG00000253344,0,0,0,0,0,0,0,0,0,0
ENSG00000253345,0,0,0,0,0,0,0,0,0,0
ENSG00000253346,0,0,0,0,0,0,0,0,0,0
ENSG00000253348,0,0,0,0,0,0,0,0,0,0
ENSG00000253349,0,0,0,0,0,0,0,0,0,0
ENSG00000253351,0,0,0,0,0,0,0,0,0,0
ENSG00000253354,0,0,0,0,0,0,0,0,0,0
ENSG00000253357,0,0,0,0,0,0,0,0,0,0
ENSG00000253359,0,0,0,0,0,0,0,0,0,0
ENSG00000253361,0,0,0,0,0,0,0,0,0,0
ENSG00000253362,0,0,0,0,0,0,0,0,0,0
ENSG00000253363,0,0,0,0,0,0,0,0,0,0
ENSG00000253365,0,0,0,0,0,0,0,0,0,0
ENSG00000253366,0,0,0,0,0,0,0,0,0,0
ENSG00000253367,0,0,0,0,0,0,0,0,0,0
ENSG00000253368,14,13,6,13,11,3,9,9,7,11
ENSG00000253369,0,0,0,0,0,0,0,0,0,0
ENSG00000253371,0,0,0,0,0,0,0,0,0,0
ENSG00000253373,0,0,0,0,0,0,0,0,0,0
ENSG00000253376,0,0,0,0,0,0,0,0,0,0
ENSG00000253377,0,0,0,0,0,0,0,0,0,0
ENSG00000253379,0,0,2,0,2,0,0,0,0,0
ENSG00000253380,0,0,0,0,0,0,0,0,0,0
ENSG00000253381,0,0,0,0,0,0,0,0,0,0
ENSG00000253382,0,0,0,0,0,0,0,0,0,0
ENSG00000253386,0,0,0,0,0,0,0,0,0,0
ENSG00000253387,0,0,0,0,0,0,0,0,0,0
ENSG00000253388,0,0,0,0,0,0,0,0,0,0
ENSG00000253390,0,0,0,0,0,0,0,0,0,0
ENSG00000253391,0,0,0,0,0,0,0,0,0,0
ENSG00000253392,0,3,0,0,0,0,0,0,0,0
ENSG00000253394,0,0,0,0,0,0,0,0,0,0
ENSG00000253396,0,0,0,0,0,0,0,0,0,0
ENSG00000253399,0,0,0,0,0,0,0,0,0,0
ENSG00000253400,0,2,0,0,0,0,0,0,0,0
ENSG00000253401,0,0,0,0,0,0,0,0,0,0
ENSG00000253403,0,0,0,0,0,0,0,0,0,0
